table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,copyright
663,floradanica_0663.tif,Solidago Virga aurea L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Solidago virgaurea L. ssp. virgaurea,free
664,floradanica_0664.tif,Symphytum officinale L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Boraginaceae,Symphytum officinale L.,free
665,floradanica_0665.tif,Ranunculus auricomus L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Ranunculaceae,Ranunculus auricomus L.,free
666,floradanica_0666.tif,Anthoxanthum odoratum L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Poaceae,Anthoxanthum odoratum L. ssp. odoratum,free
667,floradanica_0667.tif,Selinum Carvifolia L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Apiaceae,Selinum carvifolia (L.) L.,free
668,floradanica_0668.tif,Caltha palustris L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Ranunculaceae,Caltha palustris L. ssp. palustris,free
669,floradanica_0669.tif,Pimpinella Saxifraga L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Apiaceae,Pimpinella saxifraga L. ssp. saxifraga,free
670,floradanica_0670.tif,Aegopodium Podagraria L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Apiaceae,Aegopodium podagraria L.,free
671,floradanica_0671.tif,Lythrum Salicaria L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Lythraceae,Lythrum salicaria L.,free
672,floradanica_0672.tif,Geum urbanum L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Rosaceae,Geum urbanum L.,free
673,floradanica_0673.tif,Mentha aquatica Müll.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Lamiaceae,Mentha sp.,free
674,floradanica_0674.tif,Matricaria Parthenium L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Tanacetum parthenium (L.) Schultz Bip.,free
675,floradanica_0675.tif,Carduus nutans L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Carduus nutans L.,free
676,floradanica_0676.tif,"Chelidonium majus [beta], L.",1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Papaveraceae,Chelidonium majus L. var. laciniatum (Miller) Syme,free
677,floradanica_0677.tif,Erica vulgaris L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Ericaceae,Calluna vulgaris (L.) Hull,free
678,floradanica_0678.tif,Sinapis arvensis Müll.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Brassicaceae,Raphanus raphanistrum L.,free
679,floradanica_0679.tif,Geranium molle L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Geraniaceae,Geranium molle L.,free
680,floradanica_0680.tif,Hieracium umbellatum L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Hieracium umbellatum L.,free
681,floradanica_0681.tif,Myriophyllum spicatum L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Haloragaceae,Myriophyllum spicatum L.,free
682,floradanica_0682.tif,Sonchus oleraceus L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Sonchus oleraceus L.,free
683,floradanica_0683.tif,Delphinium Consolida L.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Ranunculaceae,Consolida regalis S.F.Gray,free
684,floradanica_0684.tif,Stachys germanica L. 37),1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Lamiaceae,Stachys germanica L.,free
685,floradanica_0685.tif,Anthemis tomentosa? Müll.,1777,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 12,Asteraceae,Anthemis arvensis L.,free
